Employee _ID,Name,Department,Job _Role,Performance _Score,KPI _Score,Attendance ,Peer _Rating,Task_ Completion ,Work _Hours _Logged,Manager _Feedback,Training _Hours,Promotion _Eligibility
488077,Prerak Doshi,IT,Data Analyst,92,71.91,92.19,3.9,84.5,50,3.4,28,No
873410,Indrans Wali,HR,Recruitment Specialist,75,73.83,96.11,4.2,79.99,35,4.7,25,No
993839,Nitya Kota,Finance,Accountant,75,61.82,83.65,4.2,79.28,55,4.5,0,No
149390,Dishani Kara,HR,Employee Relations,51,62.64,83.2,3.4,73.5,36,3.8,27,No
791130,Navya Char,Finance,Accountant,64,84.6,93.63,3.5,77.34,55,4.4,5,No
606623,Indrajit Handa,HR,Employee Relations,77,76.5,82.01,4,98.39,44,4.4,28,No
619755,Ranbir Hari,IT,Data Analyst,68,84.19,76.44,3.4,91.81,40,3.8,6,No
941949,Bhavin Sidhu,Sales,Sales Executive,63,65.85,88.35,3.4,99.09,35,4,9,No
242372,Navya Tara,Marketing,SEO Specialist,74,93.72,75.7,4.7,98.43,40,3.5,25,No
753460,Jayan Karpe,Sales,Account Manager,73,69.71,89.98,4.5,76.6,40,3.4,23,No
828969,Yasmin Master,HR,HR Manager,79,71.1,95.48,4.5,71.77,53,5,26,No
609145,Dhruv Yohannan,IT,Software Engineer,84,72.64,96.89,4.5,82.19,46,4.6,0,No
395001,Shlok Magar,IT,Cybersecurity Specialist,70,75.66,98.78,4.6,93.64,47,4.6,14,No
647978,Ahana  Agate,Finance,Accountant,91,70.34,89.6,5,93.5,48,3.5,3,No
172683,Ira Shere,Sales,Account Manager,94,64.24,88.93,4.2,73.54,53,4.8,19,Yes
893995,Siya Grover,Sales,Sales Executive,54,86.9,75.83,4.7,79.56,36,3.2,1,No
792276,Ela Sibal,Finance,Auditor,57,87.04,96.19,4,81.83,35,3.3,27,No
672171,Rhea Mane,Finance,Accountant,98,71.79,75.93,3,95.35,43,4.5,5,Yes
771822,Gokul Sarin,Sales,Business Development,81,69.71,76.26,4.8,73.45,46,4.5,27,No
922972,Divit Ramaswamy,IT,Software Engineer,90,80.8,75.43,4.1,77.33,38,4.2,14,Yes
705108,Urvi Anand,Finance,Financial Analyst,68,66.3,85.86,4.8,93.57,44,3.7,16,No
441034,Shaan Sundaram,IT,Software Engineer,64,70.18,89.04,3.4,83.56,38,3.8,8,No
973522,Anaya Kant,HR,Employee Relations,64,65.5,86.63,3.9,97.57,39,5,6,No
478193,Damini Saran,HR,Recruitment Specialist,63,91.14,87.09,4.8,90.23,50,4.3,25,No
122865,Jhanvi Tailor,Finance,Financial Analyst,66,63.95,76.61,4.3,82.6,50,4.9,5,No
129858,Rasha Manne,IT,Cybersecurity Specialist,62,71.39,80.86,4.1,84.58,51,3.2,20,No
994100,Eva Ranganathan,Marketing,Content Strategist,73,85.99,95.14,3.7,89.84,55,4.4,22,No
434743,Piya Viswanathan,Marketing,Content Strategist,87,77.05,84.64,3.3,78.46,38,4.7,28,Yes
924746,Nitara Ghose,Sales,Business Development,84,85.33,89.72,4,94.56,52,4.1,29,No
825486,Aarush Sheth,IT,Data Analyst,95,82.29,99.86,4.7,75.93,39,4.4,15,Yes
867358,Stuvan Chawla,IT,Cybersecurity Specialist,91,61.17,97.33,4.7,82.78,36,3.5,20,No
803122,Armaan Sood,HR,HR Manager,55,87.98,97.5,4.9,76.46,55,3.7,0,No
993291,Jayesh Ravel,IT,Software Engineer,71,61.09,88,4.9,82.73,41,3.1,26,No
270481,Rasha Bose,Marketing,Marketing Executive,63,79.49,76.49,4.9,80.2,52,4,23,No
615326,Ritvik Chaudhari,Sales,Account Manager,55,70.3,84.07,3.2,87.37,36,4.6,9,No
359938,Nishith Basu,Sales,Business Development,54,91.14,97.11,3.4,79.31,48,4.9,12,No
715046,Shaan Sethi,Finance,Financial Analyst,74,78.25,88.11,3.5,74.09,50,4,10,No
830400,Zain Thakur,Sales,Sales Executive,57,92.25,98.11,4.1,86.76,38,4.7,11,No
694248,Mohanlal Sawhney,Sales,Account Manager,100,76.09,98.42,3.3,98.39,52,3.3,1,No
595983,Mannat Sodhi,Sales,Account Manager,51,64.37,81.31,3.5,74.78,52,4.8,7,No
759350,Khushi Anne,Finance,Auditor,65,78.62,95.49,3.9,72.04,40,3.7,4,No
286418,Jayant Kara,HR,Recruitment Specialist,99,86.56,96.39,3.5,99.19,45,3.2,0,No
863654,Mishti Master,Marketing,Content Strategist,54,82.41,88.76,4,73.33,44,4.8,13,No
523906,Navya Rajan,Finance,Accountant,95,73,90.76,4.8,91.26,37,4.2,0,Yes
977349,Tushar Rau,IT,Cybersecurity Specialist,97,65.45,96.7,3.3,75.28,50,4.1,20,Yes
851226,Rati Dâ€™Alia,Finance,Accountant,50,84.51,87.68,3.6,92.7,47,3.7,19,No
968218,Vivaan Chaudhary,IT,Software Engineer,64,65.13,79.73,5,72.24,48,3.8,3,No
419253,Ivana Upadhyay,HR,Recruitment Specialist,86,65.48,86.25,3.4,71.48,45,4.9,3,Yes
296917,Vardaniya Kota,IT,Data Analyst,91,91.2,79.13,3.4,98.34,53,4.8,1,Yes
428829,Advik Srinivas,IT,Software Engineer,51,81.95,84.67,4.9,93.41,44,4.6,6,No
375139,Jiya Mallick,IT,Data Analyst,60,87,97.91,4.8,83.29,49,4.9,8,No
742163,Miraya Dash,Finance,Financial Analyst,76,94.32,82.77,4.5,80.88,37,3.9,11,No
894506,Aarush Kuruvilla,Marketing,Marketing Executive,69,90.94,85.85,4.4,85.06,42,3.3,5,No
279724,Suhana Verma,Finance,Auditor,79,80.31,91.91,4.4,85.53,47,4.7,22,No
646858,Riaan Arora,Sales,Business Development,65,91.35,85,4.2,71.63,53,4,26,No
875903,Pranay Sachdev,Finance,Financial Analyst,96,80.75,78.32,4.7,87.47,41,4.6,19,Yes
315945,Samiha Rastogi,Finance,Accountant,72,70.93,91.11,4.1,91.95,35,3.9,1,No
392685,Kismat Ray,Marketing,Marketing Executive,73,83.11,95.42,4.6,77.85,49,3.6,13,No
520370,Nakul Banik,HR,HR Manager,93,92.17,92.82,3.8,88.88,35,5,11,Yes
490018,Anvi Gola,HR,HR Manager,99,78.95,92.45,4.9,71.02,40,3.4,26,No
869133,Rhea Bava,Marketing,SEO Specialist,81,63.81,92.99,4.4,92.69,43,3.8,1,No
124448,Damini Jhaveri,Marketing,Content Strategist,63,79.37,77.39,3.6,79.33,50,4.6,18,No
514867,Heer Kapoor,Sales,Business Development,90,79.85,82.44,3.5,82.03,46,3.4,14,No
515284,Priyansh Desai,IT,Cybersecurity Specialist,82,89.74,75.75,3,91.77,41,4,14,No
635345,Biju Virk,Marketing,Marketing Executive,61,83.1,86.58,4.5,76.36,35,3.7,2,No
956179,Kiara Agarwal,Finance,Auditor,78,75.52,77.78,4.4,97.45,53,4.2,18,No
671698,Advika Bora,HR,Recruitment Specialist,97,63.35,83.93,3.1,78.2,37,4.6,10,Yes
803317,Aaryahi Sagar,Sales,Business Development,66,65.49,83.59,3.7,74.61,39,3.3,24,No
563173,Siya Chana,IT,Data Analyst,98,66.74,85.45,3,76.58,35,4.4,22,Yes
210622,Aaina Krishnan,HR,HR Manager,54,92.62,75.04,3.6,81.34,46,4.7,24,No
285614,Anay Chokshi,Marketing,Marketing Executive,80,69.88,82.94,5,91.56,51,4.2,2,No
269372,Bhavin Taneja,HR,Employee Relations,98,63.29,87.95,3.5,80.81,54,4.4,14,Yes
831417,Vihaan Jaggi,Sales,Account Manager,96,73.84,87.66,3.9,75.75,55,3.6,25,No
150433,Aayush Vaidya,IT,Data Analyst,80,78.19,91.06,3.1,91.66,47,3.8,26,No
389434,Oorja Boase,Marketing,Marketing Executive,71,88.16,76.6,3.8,94.44,41,4.5,23,No
668245,Anahi Dash,HR,Employee Relations,50,73.39,79.07,3,94.06,52,4.3,21,No
682568,Jayesh Chahal,Finance,Accountant,50,74.9,97.77,4.3,77.22,40,4.4,4,No
186547,Sumer Vohra,Marketing,Marketing Executive,84,66.13,96.42,3.3,98.94,46,3.2,29,No
678872,Taimur Balay,IT,Cybersecurity Specialist,87,65.57,99.02,3.8,79.03,39,3.4,27,No
643748,Romil Khare,Finance,Financial Analyst,90,83.58,86.93,4.3,78.87,40,3.3,15,No
788487,Darshit Ranganathan,HR,HR Manager,82,84.76,87.1,4.5,76.65,37,3.7,10,No
184465,Lagan Bhavsar,IT,Cybersecurity Specialist,97,89.85,85.36,4.6,72.6,36,3.8,26,No
133670,Akarsh Jayaraman,Finance,Auditor,80,87.41,81.33,4.9,88.41,37,3.3,21,No
492913,Vivaan Bera,HR,Employee Relations,74,64.61,93.35,3.7,90.48,43,3.2,21,No
885920,Arhaan Barman,Finance,Auditor,91,62.78,94.96,5,71.74,55,4.9,25,Yes
435928,Zara Sankaran,Marketing,Content Strategist,100,83.69,78.28,4.2,97.94,49,4.8,7,Yes
660697,Hazel Ganguly,Marketing,Content Strategist,86,93.13,84.55,3.2,80.38,53,4.9,1,Yes
339677,Aniruddh Verma,HR,Employee Relations,70,75.84,75.2,3.4,90.26,45,4.7,8,No
386845,Jiya Ghosh,IT,Software Engineer,60,69.97,80.71,4.7,87.43,51,4.3,11,No
851201,Pihu Aurora,IT,Data Analyst,54,85.69,86.17,3.6,99.64,47,4.7,4,No
573538,Biju Bhatia,Finance,Accountant,60,79.62,91.72,3.5,75.63,53,4.7,9,No
839249,Shaan Din,HR,HR Manager,51,79.55,90.25,3.2,95.2,53,4.9,21,No
756739,Ahana  Seth,Sales,Account Manager,67,68.03,98.53,4.1,77.15,47,3.2,7,No
866490,Rohan Kalita,IT,Data Analyst,60,71.94,76.11,4.7,76.05,41,3.8,6,No
378536,Samarth Kannan,IT,Data Analyst,71,62.91,86.41,4.9,89.53,37,3.2,14,No
939466,Ojas Sunder,IT,Cybersecurity Specialist,99,63.61,88.52,4.2,98.98,42,4.9,30,Yes
145682,Anika Chaudry,Finance,Financial Analyst,99,86.03,81.95,4.8,98.96,52,3.3,10,No
383760,Dishani Varty,Finance,Auditor,57,77.79,95.66,4.2,81.57,35,3.4,24,No
581454,Ehsaan Bakshi,HR,Recruitment Specialist,91,84.97,92.11,4,77.87,38,4,4,No
535051,Taran Dubey,Finance,Accountant,100,86.73,99.03,3.1,93,48,3.7,3,No
226681,Uthkarsh Grewal,IT,Software Engineer,96,88.49,85.74,3.2,86.2,52,3.4,1,No
887500,Anya Rout,Marketing,SEO Specialist,61,82.74,87.44,4.7,99.71,36,4,15,No
561566,Tushar Date,Sales,Business Development,68,69.22,88.03,5,81.67,37,3.5,1,No
782808,Amani Rau,Sales,Business Development,62,91.83,95.42,5,72.57,44,3.6,17,No
589224,Krish Contractor,Finance,Accountant,95,74.07,98.27,4.3,72.7,35,3.3,17,No
102836,Ojas Thaman,Marketing,Content Strategist,57,79.86,80.94,3.9,97.45,48,4.4,6,No
812606,Hazel Thakkar,Marketing,Content Strategist,79,60.45,97.67,3.2,74.87,51,4.1,24,No
903645,Azad Mahajan,Finance,Auditor,72,67.61,76.76,4.7,85.23,50,3,2,No
111256,Oorja Bhatnagar,Marketing,Marketing Executive,98,73.69,99.98,3.1,74.41,37,4.4,20,Yes
204580,Vanya Samra,IT,Data Analyst,62,72.51,78.53,4.1,81.46,39,4.2,16,No
857085,Taran Venkatesh,Marketing,Content Strategist,62,70.21,78.07,4.7,81.33,52,4.8,21,No
519117,Charvi Chandra,Sales,Business Development,85,63.82,91.11,3.3,75.25,50,4.1,20,No
174200,Madhup Tella,IT,Software Engineer,86,76.31,81.6,4,87.25,51,4.8,16,Yes
471062,Inaaya  Viswanathan,IT,Cybersecurity Specialist,52,90.08,94.47,3.3,86.25,51,4.7,16,No
647667,Yuvaan Bumb,Sales,Sales Executive,57,76.84,81.03,4.9,82.69,37,3.1,14,No
151516,Lagan Bail,Sales,Sales Executive,77,74.15,89.18,3.7,93.36,40,4.6,26,No
652936,Dhanush Barman,Marketing,Marketing Executive,75,87.11,76.94,4.1,75.09,49,4.1,10,No
161681,Damini Saraf,Sales,Sales Executive,66,92.72,92.59,3.8,88.51,38,3.7,30,No
418503,Ranbir Choudhury,IT,Software Engineer,60,73.92,95.61,3,92.14,42,4.8,3,No
649093,Abram Bhatti,Sales,Business Development,77,76.49,83.48,3.7,96.79,47,4.9,0,No
702060,Dhanush Halder,Marketing,SEO Specialist,74,86.56,86.46,4.3,94.58,46,3.5,7,No
180828,Fateh Balakrishnan,Marketing,SEO Specialist,93,76.16,77.88,5,91.63,44,3.6,21,No
921137,Ivan Sami,Sales,Business Development,62,86.24,95.87,3.5,86.28,50,4.9,5,No
242190,Yuvraj  Aggarwal,HR,HR Manager,60,87.62,94.05,3.9,70.43,52,4.4,0,No
389737,Biju Dara,Marketing,SEO Specialist,75,92.3,83.12,3,90.29,50,4.3,5,No
115931,Biju Sane,Marketing,SEO Specialist,70,74.26,93.81,3.1,98.25,51,4.5,10,No
413486,Aayush Dhillon,Finance,Financial Analyst,71,79.88,99.53,3.2,85.6,37,4.1,16,No
327109,Arhaan Bali,Sales,Sales Executive,72,75.09,89.78,3.6,89.61,45,3.7,26,No
883403,Abram Kant,IT,Cybersecurity Specialist,73,85.99,87.14,4.2,92.83,55,5,15,No
229750,Saksham Ramesh,IT,Cybersecurity Specialist,92,75.33,90.47,3.5,81.41,46,5,1,Yes
667357,Kashvi Saran,Sales,Sales Executive,55,94.5,96.9,4.3,74.75,50,3.6,18,No
385226,Amani Lanka,HR,Recruitment Specialist,78,93.4,90.92,3.9,76.38,36,3.2,17,No
686098,Suhana Balasubramanian,Finance,Auditor,89,81.93,87.85,4.7,91.96,55,3.3,6,No
880431,Shalv Shanker,HR,HR Manager,66,62.28,77.6,4,85.93,36,3.2,25,No
441444,Fateh Kumar,Sales,Account Manager,69,73.79,85.5,4.3,99.82,53,3.5,16,No
428591,Hazel Savant,Finance,Auditor,89,82.96,96.06,4.3,99.59,36,3.8,29,No
374772,Reyansh Chhabra,Sales,Sales Executive,97,85.74,94.29,3.4,78.41,35,4.3,15,Yes
697977,Hunar Barman,Sales,Sales Executive,94,78.07,93.61,3.3,99.65,49,3.6,15,No
920844,Yasmin Brar,Finance,Auditor,66,92.06,98.77,4.1,70.44,41,3.3,8,No
722832,Shray Lala,HR,HR Manager,81,76.55,89.51,3.1,99.92,41,4.3,17,No
269236,Lavanya Samra,IT,Data Analyst,75,70.26,87.5,3.9,93.91,44,3.5,21,No
515459,Sara Wagle,Sales,Business Development,83,77.12,99.62,4.5,70.93,55,3.4,9,No
896142,Nishith Bobal,HR,Recruitment Specialist,91,70.97,83.18,4.1,97.2,40,4.8,6,Yes
471920,Neelofar Mangal,HR,HR Manager,62,93.92,75.78,4.9,76.27,46,4.1,3,No
499740,Neelofar Raja,Finance,Auditor,56,63.84,78.42,4.3,73.56,43,3.4,11,No
793880,Uthkarsh Loyal,IT,Cybersecurity Specialist,78,82.24,98.34,4,88.77,47,3.2,29,No
776746,Ivan Som,Sales,Account Manager,84,69.11,91.81,4.7,92.77,35,3.7,12,No
425637,Parinaaz Bawa,Marketing,Content Strategist,56,74.43,92.28,3.8,73.06,39,4.9,5,No
467028,Anika Hegde,IT,Data Analyst,53,87.9,88.66,4.3,94.5,35,3.9,29,No
608043,Nishith Gour,Finance,Accountant,69,68.79,99.7,4,78.2,55,4.2,18,No
261701,Samarth Bansal,HR,HR Manager,82,71.39,93.33,4,91.69,49,4.3,12,No
329309,Samarth Srinivas,Marketing,Content Strategist,55,71.47,76.26,3.2,99.28,37,3.6,1,No
967163,Parinaaz Choudhry,Marketing,SEO Specialist,50,81.88,84.99,3.6,95.7,45,4.7,27,No
761246,Hridaan Sahota,IT,Cybersecurity Specialist,84,68.9,99.12,4.9,94.21,36,3.1,13,No
770628,Zain Deep,Marketing,Marketing Executive,56,64.75,84.95,4.3,96.68,44,4.9,30,No
417829,Alia Mahal,IT,Software Engineer,83,81.62,82.34,4.8,98.26,44,3.9,16,No
994709,Nitara Deol,HR,HR Manager,71,76.1,94.55,3.4,83.66,42,3.5,20,No
566242,Shalv Sura,Sales,Account Manager,76,82.64,98.51,3.8,93.28,43,4.3,12,No
255161,Saanvi Borra,Sales,Business Development,66,83.42,88.02,5,70.12,47,4.9,4,No
582440,Devansh Kale,Finance,Financial Analyst,81,85.53,98.37,3.6,95.89,48,3.9,29,No
845674,Madhav Sabharwal,Sales,Account Manager,96,80.56,90.38,3.1,75.18,40,4.7,10,Yes
343759,Aayush Apte,Sales,Sales Executive,52,81.03,85.57,4.4,71.23,44,4.5,22,No
670589,Alia Din,HR,HR Manager,59,72.14,86.93,3.4,99.04,44,3.6,4,No
365916,Akarsh Bhatnagar,IT,Cybersecurity Specialist,84,67.79,86.61,4.2,70.96,45,3.8,18,No
655703,Purab Sachar,Marketing,Marketing Executive,98,76.49,98.07,3.9,82.93,49,4.2,18,Yes
457226,Umang Hans,Finance,Financial Analyst,54,80.43,91.28,4.2,73.67,44,3.7,14,No
984853,Faiyaz Apte,HR,HR Manager,58,72.29,81.99,3.2,98.86,53,3.2,7,No
672554,Mehul Ramakrishnan,Sales,Account Manager,83,77.93,97.49,4.6,77.05,45,3.4,2,No
819727,Aayush Balan,Marketing,Marketing Executive,89,65.01,89.08,4.5,78.71,35,3.3,15,No
271893,Shray Sunder,Sales,Account Manager,85,61.58,79.88,4.1,83.81,36,4.6,4,No
876830,Shlok Hari,Marketing,SEO Specialist,68,72.15,88.47,3.8,74.19,38,4.3,17,No
169764,Inaaya  Borra,IT,Data Analyst,65,89.11,76.07,3.7,89.67,49,3.7,0,No
932627,Darshit Boase,Finance,Financial Analyst,52,93,81.79,4.4,97.89,49,4.1,2,No
122708,Dharmajan Apte,HR,Employee Relations,69,84.74,83.58,3.2,75.53,41,3.4,15,No
197333,Amani Kohli,IT,Software Engineer,71,86.54,95.57,3.4,85.04,45,3.7,5,No
331821,Hansh Joshi,Sales,Sales Executive,87,85.42,82.71,4.9,89.76,36,3.7,21,No
589902,Indranil Sachdev,Sales,Business Development,55,78.49,79.49,3.8,72.19,37,4.3,24,No
282132,Himmat Bhatnagar,HR,Recruitment Specialist,66,92.35,95.65,4.5,85.26,46,3.1,3,No
844914,Urvi Sodhi,Marketing,SEO Specialist,57,84.43,84.93,3,91.72,42,4.9,22,No
415369,Yuvraj  Dewan,Finance,Financial Analyst,79,75.4,84.35,3.5,70.36,50,4.6,10,No
453419,Purab Tripathi,Sales,Sales Executive,75,61.68,95.9,4.4,79.17,40,3.9,9,No
833667,Urvi Kohli,Finance,Accountant,77,88.55,78.72,4.5,75.87,55,3.1,27,No
272269,Yakshit Bhardwaj,HR,Employee Relations,67,74.57,82.8,3.2,75.85,40,4.9,29,No
679064,Amira Shah,HR,Recruitment Specialist,81,71,84.44,4,75.07,52,3.8,18,No
499544,Anvi Butala,Sales,Account Manager,57,68.19,89.46,4.1,74.17,40,4.5,23,No
330766,Navya Sant,Finance,Financial Analyst,100,88.8,91.37,3.1,91.07,43,3,19,No
558287,Siya Wadhwa,Sales,Account Manager,94,79.82,92.1,4.6,75.01,45,3.3,2,No
618556,Rati Bir,Sales,Sales Executive,54,67.08,78.23,4.5,81.2,37,5,25,No
892191,Sahil Ranganathan,Finance,Accountant,59,76.35,94.41,4.1,85.61,41,3.4,3,No
992829,Nayantara Badami,Marketing,Content Strategist,78,81.63,84.16,3.7,95.73,53,4.5,6,No
933322,Manikya Lala,HR,Recruitment Specialist,72,83.66,97.97,4.7,94.2,53,3.5,23,No
197938,Vardaniya Saini,Sales,Account Manager,99,66.27,86.79,3.4,99.22,45,3.3,26,No
577031,Siya Wason,Finance,Accountant,91,64,75.04,3.6,72.37,51,3.4,29,No
681092,Samar Deshpande,Marketing,Content Strategist,88,60.13,95.92,4.8,81.69,48,3.8,12,No
241844,Aarush Anand,HR,Employee Relations,90,65.36,82.44,3.7,95.54,53,3.4,10,No
246470,Riya Dash,HR,Employee Relations,67,62.21,98.71,4,87.38,46,4.7,20,No
616652,Zaina Bhavsar,Finance,Auditor,95,65.52,78.55,3.6,81.16,37,3.7,19,No
653355,Ela Dâ€™Alia,Sales,Sales Executive,55,94.08,90.09,4.9,96.42,36,3.3,13,No
434717,Miraan Seshadri,IT,Data Analyst,71,67.27,99.13,4.2,71.87,49,3.1,3,No
591325,Lakshit Banerjee,IT,Data Analyst,50,94.98,88.3,4.5,70.88,43,3.9,3,No
110370,Kavya Joshi,Sales,Business Development,51,90.44,99.88,4.1,89.17,50,4.6,17,No
102004,Tiya Doshi,IT,Data Analyst,78,86.84,92.39,3.3,87.05,37,4.2,20,No
382404,Zara Borah,Finance,Accountant,79,70.94,80.52,4.3,97.75,46,3.3,7,No
411592,Kabir Rajan,HR,HR Manager,76,75.33,82.59,4.4,85.34,46,3.9,13,No
564424,Himmat Apte,Marketing,Marketing Executive,71,68.87,84.24,3.7,82.45,53,4.3,12,No
506722,Tushar Ganesh,Finance,Financial Analyst,54,76.18,96.49,3.9,90.65,45,4.6,19,No
314720,Divit Kapur,Sales,Account Manager,55,79.33,95,4.3,80.45,48,3.4,23,No
746048,Sana Toor,Marketing,Marketing Executive,53,62.73,75.98,3.1,91.11,41,4.9,6,No
486826,Darshit Saha,IT,Software Engineer,71,85.57,83.69,4.7,86.91,41,4.1,11,No
207236,Ahana  Mane,Sales,Business Development,55,81.84,97.85,4.6,89.37,38,3.3,22,No
684505,Manikya Dâ€™Alia,Finance,Auditor,76,67.53,90.51,3.7,85.38,47,3.7,8,No
738017,Kaira Grover,HR,HR Manager,84,87.53,91.67,3.6,85.6,46,3.1,2,No
260624,Samar Bhatnagar,Finance,Financial Analyst,75,92.76,83.76,4.7,73.44,50,5,23,No
423442,Onkar Sha,IT,Cybersecurity Specialist,54,74.6,86.92,4.3,76.44,42,3.1,28,No
511897,Anya Raman,Finance,Accountant,51,76.63,88.95,4.1,96.74,37,4.7,0,No
238458,Farhan Chandran,Finance,Financial Analyst,60,69.57,79.61,3.8,86.68,36,3.9,2,No
400150,Renee Sant,Finance,Financial Analyst,88,68.9,94.72,4.9,93.28,54,4,25,No
641882,Kavya Desai,Finance,Accountant,57,84.28,89.75,4.2,96.56,51,3.6,16,No
816666,Ela Chaudry,Sales,Sales Executive,77,64.3,92.03,4.2,98.39,35,4.8,18,No
801023,Taimur Kar,Marketing,Content Strategist,55,88.27,79.05,3.1,75.58,42,4.5,20,No
299648,Hazel Dugar,IT,Data Analyst,73,81.41,99,3.6,99.69,42,3.4,27,No
421407,Vaibhav Sekhon,Sales,Sales Executive,67,81.51,82.49,4.7,83.78,53,3.5,8,No
712303,Ahana  Chowdhury,Marketing,Content Strategist,53,73.55,93.91,3.8,96.69,54,3.7,7,No
890908,Nehmat Krishnan,Finance,Auditor,60,78.56,83.71,4.2,84.07,52,4.7,1,No
331236,Shanaya Keer,Finance,Accountant,86,76.91,90.05,3.5,85.31,42,4.8,13,Yes
663581,Siya Bora,Marketing,Marketing Executive,93,66.16,96.87,3.1,90.85,51,3.8,30,No
226849,Kavya Yadav,Finance,Financial Analyst,51,76.49,76.33,3.5,98.13,38,4.6,7,No
315163,Mahika Upadhyay,Sales,Sales Executive,99,79,75.66,4.3,81.53,47,3.2,12,No
184662,Baiju Guha,Sales,Business Development,62,75.26,77.59,4.3,90.19,45,4.4,4,No
114390,Saksham Tandon,IT,Software Engineer,64,91.63,86.55,3,82.98,40,4.6,12,No
415417,Pihu Behl,IT,Software Engineer,97,72.41,97.63,4.4,81.28,38,3.3,4,No
619849,Navya Barad,Sales,Sales Executive,65,91.81,77.99,3.5,78.09,35,4.8,26,No
314472,Suhana Hans,Finance,Accountant,72,77.95,79.33,4,91.85,35,5,8,No
982874,Yuvraj  Chauhan,Finance,Financial Analyst,68,75.02,90.27,3.4,75.58,38,4.3,15,No
257706,Sana Chaudhari,HR,HR Manager,52,88.75,81.52,3.5,97.35,49,5,23,No
675227,Amani Walia,Finance,Accountant,51,61.18,80.95,4.2,97.5,53,3.7,30,No
405565,Krish Sehgal,IT,Software Engineer,58,84.83,75.55,4.2,98.17,39,4,11,No
845621,Navya Kar,HR,Employee Relations,84,85.09,78.46,3.1,79.7,53,3,0,No
633964,Jayan Sawhney,Finance,Financial Analyst,80,73.73,82.65,4.4,79.64,52,5,28,No
161961,Arhaan Chaudhari,Finance,Auditor,66,79.46,96,4.4,88.65,48,3.5,1,No
573316,Taran Karnik,IT,Software Engineer,82,72.03,86.55,3.7,93.19,42,4.5,21,No
616877,Anahita Tripathi,IT,Software Engineer,55,84.68,90.22,4.2,95.62,46,4.7,2,No
811762,Renee Mannan,Sales,Account Manager,73,64.94,85.36,4.6,73.06,39,4.1,24,No
186662,Sumer Master,HR,Employee Relations,56,92.59,99.99,4.9,93.97,36,4.7,25,No
985305,Nakul Kapoor,Sales,Account Manager,95,70.46,92.47,3.5,80.24,54,4,30,No
533315,Azad Tiwari,Sales,Account Manager,85,88.45,84.48,3.9,88.46,46,3.4,25,No
723420,Dhanuk Jain,Marketing,Marketing Executive,83,60.93,94.03,4.9,77.45,38,3.7,27,No
667843,Advik Gala,Sales,Sales Executive,75,77.41,80.85,3.9,76.83,39,3.4,4,No
472796,Sahil Sunder,Marketing,Marketing Executive,94,64.77,76.19,3.9,90.59,35,4.1,22,Yes
959539,Arnav Dixit,IT,Software Engineer,58,77.94,87.9,3.3,82.79,36,4.9,17,No
130745,Manjari Agrawal,IT,Cybersecurity Specialist,99,86.4,89.54,3.2,85.66,52,3.3,24,No
228663,Indrans Mall,Finance,Accountant,90,88.89,89.48,3.9,81.52,38,4,4,No
271632,Samaira Kashyap,Sales,Sales Executive,54,70.85,87.23,4.8,90.04,44,3.3,22,No
571695,Gatik Raj,Marketing,SEO Specialist,57,76.97,94.5,4.3,77.41,47,4.6,9,No
964277,Rhea Dara,Finance,Accountant,93,90.78,82.06,4.2,90.52,35,4.1,18,Yes
243975,Tejas Chandran,Marketing,Marketing Executive,57,81.42,78.67,3.3,75.53,54,3.4,25,No
450629,Zaina Rau,IT,Data Analyst,86,62.69,89.06,4.5,99.93,45,4.5,4,Yes
680706,Siya Sura,Finance,Financial Analyst,93,63.82,80.58,4.4,81.8,54,3.2,17,No
345340,Ehsaan Gara,Sales,Account Manager,73,92.07,91.58,4.3,82.73,45,4.4,20,No
785165,Nayantara Reddy,Sales,Account Manager,61,85.01,80.6,4.8,72.42,41,3.1,14,No
335553,Ishaan Ravel,IT,Software Engineer,58,87.52,95.73,3.8,87.79,52,3.6,12,No
627046,Jiya Krishna,IT,Cybersecurity Specialist,72,77.14,87.91,3.7,81.63,38,4.3,30,No
482010,Adah Tandon,Finance,Accountant,54,65.69,96.56,3.5,98.3,35,3.1,10,No
850939,Tara Ramachandran,Sales,Business Development,56,70.9,86.6,3.4,83.26,51,3.2,18,No
932001,Hrishita Chawla,Finance,Auditor,55,80.49,89.74,4,94.97,37,4.1,8,No
173989,Siya Manne,IT,Cybersecurity Specialist,96,61.5,98.13,4,85.17,39,3.7,17,No
340732,Divij Lal,Marketing,SEO Specialist,59,74.05,76.52,3.9,76.26,49,4.7,15,No
800277,Dhruv Bains,Finance,Accountant,99,77.66,80.18,4.8,87.85,54,4.3,13,Yes
436324,Aaina Sahota,HR,Employee Relations,100,76.96,77.9,4.5,83.25,50,3.5,15,No
929892,Pihu Mannan,Marketing,Content Strategist,58,67.92,90.54,4.2,96.22,55,3.1,25,No
889952,Yuvaan Walia,HR,Recruitment Specialist,80,86.33,80.76,4.3,80.88,38,4.1,0,No
556253,Azad Bhatia,HR,Employee Relations,80,77.85,87.13,4.8,76.93,47,4.4,22,No
598176,Jiya Hegde,Finance,Auditor,83,79.9,84.04,3.1,92.57,41,3.4,8,No
214260,Ritvik Suri,IT,Cybersecurity Specialist,82,79.61,88.07,3.2,88.06,49,4.3,15,No
